product_id,product_name,brand,category,current_url,new_proteinlab_url,affiliate_link_id,channel_id,status,notes
calobye-perfect-powershake-choco-250,퍼펙트 파워쉐이크 (초코맛),칼로바이,drink,https://link.coupang.com/a/e8Of4ixslg,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
calobye-perfect-powershake-strawberry-250,퍼펙트 파워쉐이크 (딸기맛),칼로바이,drink,https://link.coupang.com/a/e8ObH2oJwq,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
calobye-sparkling-grape-340,프로틴 스파클링 (포도),칼로바이,drink,https://link.coupang.com/a/e8Ng7euJa0,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
calobye-sparkling-pinkgrapefruit-340,프로틴 스파클링 (핑크자몽),칼로바이,drink,https://link.coupang.com/a/e8NiwzgGZg,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
cralo-79-corn-yogurt-bar-25,79 콘요구르트바 300g,씨알로,bar,https://link.coupang.com/a/fg2LkxujmK,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
cralo-plant-proteinbar,식물성단백질바,씨알로,bar,https://www.coupang.com/vp/products/6204369926?itemId=12329742710&vendorItemId=92437079941&q=%EC%94%A8%EC%95%8C%EB%A1%9C+%EC%8B%9D%EB%AC%BC%EC%84%B1%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94&searchId=61f0177e910252&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyl8rat,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
crown-highprotein-chocobar,고단백질초코바,크라운,bar,,,,proteinlab,PENDING,No existing Coupang URL. Enter a newly issued ProteinLab link.
cruntin-proteinshake-choco-is-back-crunchball-50,단백질 쉐이크 (초코이즈백 크런치볼),크런틴,shake,https://link.coupang.com/a/fg0VRGOhOu,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
cruntin-proteinshake-cornflaky-55,단백질 쉐이크 (콘플레이키),크런틴,shake,https://link.coupang.com/a/fg0WuBg6iO,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
cruntin-proteinshake-matcha-crush-crunchball-50,단백질 쉐이크 (말차크러쉬 크런치볼),크런틴,shake,https://link.coupang.com/a/fg0UithvQi,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
cruntin-proteinshake-ogoknola-50,단백질 쉐이크 (오곡놀라),크런틴,shake,https://link.coupang.com/a/fg0U7LcoVg,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-balance-original-190,더단백 밸런스 (오리지널),더단백,drink,https://link.coupang.com/a/e8NJCn0h5M,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-banana-250,더단백 드링크 (바나나),더단백,drink,https://link.coupang.com/a/e8Ns5uFrgG,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-caramel-250,더단백 드링크 (카라멜),더단백,drink,https://link.coupang.com/a/e8NHwDyU6S,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-chocolate-250,더단백 드링크 (초콜릿),더단백,drink,https://link.coupang.com/a/e8ND9sDGrk,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-coffee-250,더단백 드링크 (커피),더단백,drink,https://link.coupang.com/a/e8MQn8PKHA,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-darkchoco-330,더단백 드링크 (다크초코),더단백,drink,https://link.coupang.com/a/e8NIKcgHPE,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-doublechoco-350,더단백 드링크 (더블초코),더단백,drink,https://link.coupang.com/a/e8NFQWBHjM,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-melon-250,더단백 드링크 (멜론),더단백,drink,https://link.coupang.com/a/e8NEUjR8JE,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-milktea-250,더단백 드링크 (밀크티),더단백,drink,https://link.coupang.com/a/e8NtIaGllQ,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-mintchoco-250,더단백 드링크 (민트초코),더단백,drink,https://link.coupang.com/a/e8NIaXb6iG,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-drink-strawberry-250,더단백 드링크 (딸기),더단백,drink,https://link.coupang.com/a/e8Nuhh7aGi,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-water-apple-400,더단백 워터 프로틴 (청사과),더단백,drink,https://link.coupang.com/a/e8MTsQ0m04,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-water-grapefruit-400,더단백 워터 프로틴 (백자몽),더단백,drink,https://link.coupang.com/a/e8Onj7R6FE,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaek-water-peach-250,더단백 워터 프로틴 (복숭아),더단백,drink,https://link.coupang.com/a/e8MWnNZ4yy,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaekhani-protein-bar-berry-30,프로틴바 (베리),단백하니,bar,https://www.coupang.com/vp/products/8802155167?itemId=26192923642&vendorItemId=93172255273&q=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%28%EB%B2%A0%EB%A6%AC%29&searchId=2540a897729015&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyl9t83,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaekhani-protein-bar-choco-38,프로틴바 (초코),단백하니,bar,https://www.coupang.com/vp/products/8802152487?itemId=25631675250&vendorItemId=92621811720&q=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20(%EC%B4%88%EC%BD%94)&searchId=b7e3ca38724376&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyla392,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaekhani-protein-bar-matcha-choco-38,프로틴바 (말차초코),단백하니,bar,https://www.coupang.com/vp/products/9238581579?itemId=27316846673&vendorItemId=94995221455,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaekhani-protein-bar-peanutbutter-38,프로틴바 (피넛버터),단백하니,bar,https://www.coupang.com/vp/products/9183196271?itemId=27283149526&vendorItemId=94249810713,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaekhani-protein-bar-signature-31,프로틴바 시그니처,단백하니,bar,https://www.coupang.com/vp/products/8802146213?itemId=25631627100&vendorItemId=92621759636&q=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98&searchId=eed4cf69728656&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmylbilt,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaekhani-proteinshake-choco-40,단백질 쉐이크 (초코),단백하니,shake,https://link.coupang.com/a/fgZRywLx2y,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaekhani-proteinshake-matcha-40,단백질 쉐이크 (말차),단백하니,shake,https://link.coupang.com/a/fgZYOy9jIi,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
danbaekhani-proteinshake-signature-40,단백질 쉐이크 (시그니처),단백하니,shake,https://link.coupang.com/a/fgZOnjeVTo,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
denmark-high-greek-400,덴마크 하이 그릭요거트 400g,덴마크,yogurt,https://www.coupang.com/vp/products/8564152398?itemId=24810245578&vendorItemId=91817799894&q=%EB%8D%B4%EB%A7%88%ED%81%AC+%ED%95%98%EC%9D%B4+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+400g&searchId=54b4925d9456206&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mnpsf9r1,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-protein-40g-choco-350,프로 단백질 드링크 40g (초콜릿),닥터유,drink,https://link.coupang.com/a/e8N1PdSBm8,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-protein-40g-strawberry-350,프로 단백질 드링크 40g (딸기),닥터유,drink,https://link.coupang.com/a/e8NWXltLK8,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-protein-drink-banana-250,프로 단백질 드링크 (바나나),닥터유,drink,https://link.coupang.com/a/e8NRVkh6jI,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-protein-drink-choco-250,프로 단백질 드링크 (초콜릿),닥터유,drink,https://link.coupang.com/a/e8NGVr8vS0,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-protein-drink-strawberry-250,프로 단백질 드링크 (딸기),닥터유,drink,https://link.coupang.com/a/e8NV4bkXvM,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-proteinbar-bite-crunch,프로 단백질바 한입쏙 (크런치),닥터유,bar,https://link.coupang.com/a/fg2gnglJZY,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-proteinbar-mini-nuts,단백질바 미니 (견과),닥터유,bar,https://link.coupang.com/a/fg2zh5XV9w,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-proteinbar-nuts,단백질바 (견과),닥터유,bar,https://link.coupang.com/a/fg2gS63kyG,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-proteinbar-pro-3nuts-crunch,프로 단백질바 (3넛츠 크런치),닥터유,bar,https://link.coupang.com/a/fg1IDrJsAu,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-proteinbar-pro-bite-choco-classic,프로 단백질바 한입쏙 (초코 클래식),닥터유,bar,https://link.coupang.com/a/fg2ioKPOi4,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-proteinbar-pro-choco-classic,프로 단백질바 (초코 클래식),닥터유,bar,https://link.coupang.com/a/fg1JsDzqWy,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
dryou-proteinbar-pro-crunch,프로 단백질바 (크런치),닥터유,bar,https://link.coupang.com/a/fg1Kf9RGzA,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-banana-45,단백질 쉐이크 (바나나),플라이밀,shake,https://link.coupang.com/a/fgZPvO8Lg4,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-black-45,단백질 쉐이크 (블랙),플라이밀,shake,https://link.coupang.com/a/fg0tbfUNS8,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-brown-45,단백질 쉐이크 (브라운),플라이밀,shake,https://link.coupang.com/a/fg0sn4mMwu,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-choco-45,단백질 쉐이크 (초코),플라이밀,shake,https://link.coupang.com/a/fgZKPZdcoC,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-cookie-cream-45,단백질 쉐이크 (쿠키앤크림),플라이밀,shake,https://link.coupang.com/a/fg0MWQ1hf2,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-corn-cereal-45,단백질 쉐이크 (콘시리얼),플라이밀,shake,https://link.coupang.com/a/fg0tKH4taK,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-dolce-latte-45,단백질 쉐이크 (돌체라떼),플라이밀,shake,https://link.coupang.com/a/fg0qTfaFhI,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-goguma-45,단백질 쉐이크 (고구마),플라이밀,shake,https://link.coupang.com/a/fgZZyAikrA,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-green-45,단백질 쉐이크 (그린),플라이밀,shake,https://link.coupang.com/a/fg0qlV8R0m,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-milk-tea-45,단백질 쉐이크 (밀크티),플라이밀,shake,https://link.coupang.com/a/fg0rslbCqi,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-peanut-butter-45,단백질 쉐이크 (피넛버터),플라이밀,shake,https://link.coupang.com/a/fg0NOSdSKW,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-pistachio-45,단백질 쉐이크 (피스타치오),플라이밀,shake,https://link.coupang.com/a/fg0OwfAlq0,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
flymill-proteinshake-strawberry-45,단백질 쉐이크 (딸기),플라이밀,shake,https://link.coupang.com/a/fgZSGxN5fU,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
fromit-proteinshake-blueberry-greek-yogurt-45,단백질 쉐이크 (블루베리그릭요거트),프롬잇,shake,https://link.coupang.com/a/fg0SpJPi1c,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
fromit-proteinshake-choco-45,단백질 쉐이크 (초코),프롬잇,shake,https://link.coupang.com/a/fg0TCQqNRA,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
fromit-proteinshake-grain-black-sesame-45,단백질 쉐이크 (곡물흑임자),프롬잇,shake,https://link.coupang.com/a/fg0S0oBXJ6,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
gomgom-proteinbar-50,단백질바 50g,곰곰,bar,https://link.coupang.com/a/fg2HvwlIt2,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
gomgom-proteinbar-mini,단백질바 미니,곰곰,bar,https://link.coupang.com/a/fg2BkG9d3k,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
greekday-light-100,그릭데이 그릭요거트 라이트 100g,그릭데이,yogurt,https://www.coupang.com/vp/products/5463245073?itemId=8368941696&vendorItemId=75656677392&pickType=COU_PICK&q=%EA%B7%B8%EB%A6%AD%EB%8D%B0%EC%9D%B4+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EB%9D%BC%EC%9D%B4%ED%8A%B8+100g&searchId=a32ff01c2611509&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyvga5p,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
greekday-light-450,그릭데이 그릭요거트 라이트 450g,그릭데이,yogurt,https://www.coupang.com/vp/products/7798461431?itemId=14628773109&vendorItemId=77964863727&q=%EA%B7%B8%EB%A6%AD%EB%8D%B0%EC%9D%B4+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EB%9D%BC%EC%9D%B4%ED%8A%B8+450g&searchId=629eecae4527260&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyvgka9,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
greekday-light-800,그릭데이 그릭요거트 라이트 800g,그릭데이,yogurt,https://www.coupang.com/vp/products/5463245073?itemId=17468368446&vendorItemId=84636080357&pickType=COU_PICK&q=그릭데이%20그릭요거트%20라이트%20800g&searchId=47cc4c794547067&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyvgruo,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
greekday-signature-100,그릭데이 그릭요거트 시그니처 100g,그릭데이,yogurt,https://www.coupang.com/vp/products/5463245022?itemId=19225411927&vendorItemId=86342060152&q=그릭데이%20그릭요거트%20시그니처%20100g&searchId=b6f0a23c4529549&sourceType=search&itemsCount=36&searchRank=2&rank=2&traceId=mmyvh19u,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
greekday-signature-450,그릭데이 그릭요거트 시그니처 450g,그릭데이,yogurt,https://www.coupang.com/vp/products/5463245022?itemId=17894188425&vendorItemId=85057078619&pickType=COU_PICK&q=%EA%B7%B8%EB%A6%AD%EB%8D%B0%EC%9D%B4+%EA%B7%B8%EB%A6%AD%EC%9A%94%EA%B1%B0%ED%8A%B8+%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98+450g&searchId=c27b29624552625&sourceType=search&itemsCount=36&searchRank=0&rank=0,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
greekday-signature-800,그릭데이 그릭요거트 시그니처 800g,그릭데이,yogurt,https://www.coupang.com/vp/products/5463245022?itemId=17468368450&vendorItemId=84636080373&pickType=COU_PICK&q=그릭데이%20그릭요거트%20시그니처%20800g&searchId=5cad5da44557131&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyvhpbw,,,proteinlab,PENDING,Existing Coupang URL is not confirmed as ProteinLab-only. Enter a newly issued ProteinLab link.
