product_id,product_name,category,affiliate_url,source_file,used_pages,duplicate_count,is_affiliate,site,status,notes
danbaek-water-apple-400,더단백 더단백 워터 프로틴 (청사과),drink,https://link.coupang.com/a/e8MTsQ0m04,app/data/drinkProductsData.json,/drinks | /product/danbaek-water-apple-400 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-milkshake-deepchoco-250,하이뮨 프로틴 밸런스 액티브 (밀크쉐이크),drink,https://link.coupang.com/a/e8MVlhWS1Q,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-milkshake-deepchoco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-water-peach-250,더단백 더단백 워터 프로틴 (복숭아),drink,https://link.coupang.com/a/e8MWnNZ4yy,app/data/drinkProductsData.json,/drinks | /product/danbaek-water-peach-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-deepchoco-250,하이뮨 프로틴 밸런스 액티브 (딥초코),drink,https://link.coupang.com/a/e8MW0aWHVA,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-deepchoco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-darkchoco-330,하이뮨 프로틴 밸런스 액티브 (다크초코),drink,https://link.coupang.com/a/e8MZdFDFvg,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-darkchoco-330 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-ultra-400,하이뮨 하이뮨 울트라,drink,https://link.coupang.com/a/e8M0byZ67g,app/data/drinkProductsData.json,/drinks | /product/hymune-ultra-400 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
mymil-furotein-choco-250,마이밀 퓨로틴 (초코맛),drink,https://link.coupang.com/a/e8M4zXY6Oi,app/data/drinkProductsData.json,/drinks | /product/mymil-furotein-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
mymil-furotein-gosohan-250,마이밀 퓨로틴 (고소한맛),drink,,app/data/drinkProductsData.json,/drinks | /product/mymil-furotein-gosohan-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,FALSE,UNKNOWN,MISSING_RAW_URL,No raw Coupang URL in product data.
mymil-furotein-goguma-250,마이밀 퓨로틴 (고구마맛),drink,,app/data/drinkProductsData.json,/drinks | /product/mymil-furotein-goguma-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,FALSE,UNKNOWN,MISSING_RAW_URL,No raw Coupang URL in product data.
ultive-protein-chestnut-250,얼티브 프로틴 (맛밤),drink,https://link.coupang.com/a/e8M3xdZDu8,app/data/drinkProductsData.json,/drinks | /product/ultive-protein-chestnut-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
ultive-protein-rice-250,얼티브 프로틴 (햇반),drink,https://link.coupang.com/a/e8M5iPJ3wy,app/data/drinkProductsData.json,/drinks | /product/ultive-protein-rice-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
ultive-protein-pistachio-250,얼티브 프로틴 (피스타치오맛),drink,https://link.coupang.com/a/e8M56sF71w,app/data/drinkProductsData.json,/drinks | /product/ultive-protein-pistachio-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
ultive-protein-royalmilktea-250,얼티브 프로틴 (로얄밀크티향),drink,https://link.coupang.com/a/e8M6FyYyPI,app/data/drinkProductsData.json,/drinks | /product/ultive-protein-royalmilktea-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
ultive-vegan-protein-banana-250,얼티브 비건 프로틴 (바나나맛),drink,https://link.coupang.com/a/e8M7yslwDA,app/data/drinkProductsData.json,/drinks | /product/ultive-vegan-protein-banana-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
ultive-vegan-protein-choco-250,얼티브 비건 프로틴 (초코맛),drink,https://link.coupang.com/a/e8M81wsGUS,app/data/drinkProductsData.json,/drinks | /product/ultive-vegan-protein-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-night-tiramisu-zero-250,하이뮨 프로틴 밸런스 액티브 (밤티라미수),drink,https://link.coupang.com/a/e8NagPSQsm,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-night-tiramisu-zero-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-vanilla-bonbon-zero-250,하이뮨 프로틴 밸런스 액티브 (바닐라봉봉),drink,https://link.coupang.com/a/e8NbnRyykK,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-vanilla-bonbon-zero-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-double-shot-coffee-250,하이뮨 프로틴 밸런스 액티브 (더블샷 커피),drink,https://link.coupang.com/a/e8Nce1m3BQ,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-double-shot-coffee-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-profit-whey-protein-americano-330,셀렉스 프로틴 웨이프로핏 (아메리카노),drink,,app/data/drinkProductsData.json,/drinks | /product/sellex-profit-whey-protein-americano-330 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,FALSE,UNKNOWN,MISSING_RAW_URL,No raw Coupang URL in product data.
sellex-profit-strawberry-choco-250,셀렉스 프로핏 (딸기초코),drink,https://link.coupang.com/a/e8NdkFP4Vx,app/data/drinkProductsData.json,/drinks | /product/sellex-profit-strawberry-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-profit-sports-choco-330,셀렉스 프로핏 스포츠 (초콜릿),drink,https://link.coupang.com/a/e8NeaakAQ8,app/data/drinkProductsData.json,/drinks | /product/sellex-profit-sports-choco-330 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-profit-sports-coconut-330,셀렉스 프로핏 스포츠 (코코넛),drink,https://link.coupang.com/a/e8NeQAxnk4,app/data/drinkProductsData.json,/drinks | /product/sellex-profit-sports-coconut-330 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
sellex-profit-sports-wildchoco-350,셀렉스 프로핏 스포츠 와일드 초코,drink,https://link.coupang.com/a/e8NhOmVFuK,app/data/drinkProductsData.json,/drinks | /product/sellex-profit-sports-wildchoco-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
calobye-sparkling-grape-340,칼로바이 프로틴 스파클링 (포도),drink,https://link.coupang.com/a/e8Ng7euJa0,app/data/drinkProductsData.json,/drinks | /product/calobye-sparkling-grape-340 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
calobye-sparkling-pinkgrapefruit-340,칼로바이 프로틴 스파클링 (핑크자몽),drink,https://link.coupang.com/a/e8NiwzgGZg,app/data/drinkProductsData.json,/drinks | /product/calobye-sparkling-pinkgrapefruit-340 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
takefit-pro-lemon-500,테이크핏 테이크핏 프로 (레몬맛),drink,https://link.coupang.com/a/e8Ni86qS2C,app/data/drinkProductsData.json,/drinks | /product/takefit-pro-lemon-500 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
takefit-pro-flatpeach-500,테이크핏 테이크핏 프로 (납작복숭아맛),drink,https://link.coupang.com/a/e8Nkjk3Tky,app/data/drinkProductsData.json,/drinks | /product/takefit-pro-flatpeach-500 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
takefit-pro-shinemuscato-500,테이크핏 테이크핏 프로 (샤인머스캣맛),drink,https://link.coupang.com/a/e8Nk5zvlmK,app/data/drinkProductsData.json,/drinks | /product/takefit-pro-shinemuscato-500 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
newcare-olprotein-water-lemon-350,뉴케어 올프로틴 워터 (레몬),drink,https://link.coupang.com/a/e8NlDmSv4C,app/data/drinkProductsData.json,/drinks | /product/newcare-olprotein-water-lemon-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
newcare-olprotein-water-apple-350,뉴케어 올프로틴 워터 (사과),drink,https://link.coupang.com/a/e8NmhcH0km,app/data/drinkProductsData.json,/drinks | /product/newcare-olprotein-water-apple-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
oatmont-protein-savory-250,오트몬드 프로틴 (고소한맛),drink,https://link.coupang.com/a/e8Nn27XAES,app/data/drinkProductsData.json,/drinks | /product/oatmont-protein-savory-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
oatmont-protein-choco-250,오트몬드 프로틴 (초콜릿),drink,https://link.coupang.com/a/e8NoP5tVEP,app/data/drinkProductsData.json,/drinks | /product/oatmont-protein-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
oatmont-protein-cookiecream-250,오트몬드 프로틴 (쿠키앤크림),drink,https://link.coupang.com/a/e8NpFXg31o,app/data/drinkProductsData.json,/drinks | /product/oatmont-protein-cookiecream-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-protein-balance-plant-highprotein-190,하이뮨 프로틴 밸런스 (식물성 고단백),drink,https://link.coupang.com/a/e8NrCG2wiO,app/data/drinkProductsData.json,/drinks | /product/hymune-protein-balance-plant-highprotein-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
hymune-balance-active-plant-protein-250,하이뮨 프로틴 밸런스 액티브 (식물성 단백질),drink,https://link.coupang.com/a/e8NsswvP5w,app/data/drinkProductsData.json,/drinks | /product/hymune-balance-active-plant-protein-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-drink-banana-250,더단백 더단백 드링크 (바나나),drink,https://link.coupang.com/a/e8Ns5uFrgG,app/data/drinkProductsData.json,/drinks | /product/danbaek-drink-banana-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-drink-milktea-250,더단백 더단백 드링크 (밀크티),drink,https://link.coupang.com/a/e8NtIaGllQ,app/data/drinkProductsData.json,/drinks | /product/danbaek-drink-milktea-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-drink-strawberry-250,더단백 더단백 드링크 (딸기),drink,https://link.coupang.com/a/e8Nuhh7aGi,app/data/drinkProductsData.json,/drinks | /product/danbaek-drink-strawberry-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
takefit-max-goso-250,테이크핏 테이크핏 맥스 (고소한맛),drink,https://link.coupang.com/a/e8Nve93CDY,app/data/drinkProductsData.json,/drinks | /product/takefit-max-goso-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
takefit-max-choco-250,테이크핏 테이크핏 맥스 (초코맛),drink,https://link.coupang.com/a/e8Nv18aYQS,app/data/drinkProductsData.json,/drinks | /product/takefit-max-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
takefit-max-banana-250,테이크핏 테이크핏 맥스 (바나나),drink,https://link.coupang.com/a/e8NwzcXuUu,app/data/drinkProductsData.json,/drinks | /product/takefit-max-banana-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
takefit-max-pumpkin-250,테이크핏 테이크핏 맥스 (호박고구마),drink,https://link.coupang.com/a/e8NxkHoenQ,app/data/drinkProductsData.json,/drinks | /product/takefit-max-pumpkin-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
newcare-all-protein-41g,뉴케어 올프로틴 41g (초코맛),drink,https://link.coupang.com/a/e8NyraGXKK,app/data/drinkProductsData.json,/drinks | /product/newcare-all-protein-41g | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
newcare-all-protein-41g-coffee-350,뉴케어 올프로틴 41g (커피우유맛),drink,https://link.coupang.com/a/e8NCVm177s,app/data/drinkProductsData.json,/drinks | /product/newcare-all-protein-41g-coffee-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
newcare-all-protein-41g-savory-350,뉴케어 올프로틴 41g (고소한맛),drink,https://link.coupang.com/a/e8NAL6Css8,app/data/drinkProductsData.json,/drinks | /product/newcare-all-protein-41g-savory-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-drink-chocolate-250,더단백 더단백 드링크 (초콜릿),drink,https://link.coupang.com/a/e8ND9sDGrk,app/data/drinkProductsData.json,/drinks | /product/danbaek-drink-chocolate-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
7eleven-junghoo-choco-protein-330,세븐일레븐 이정후 프로틴 (초콜릿),drink,,app/data/drinkProductsData.json,/drinks | /product/7eleven-junghoo-choco-protein-330 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,FALSE,UNKNOWN,MISSING_RAW_URL,No raw Coupang URL in product data.
7eleven-junghoo-vanilla-protein-330,세븐일레븐 이정후 프로틴 (바닐라),drink,,app/data/drinkProductsData.json,/drinks | /product/7eleven-junghoo-vanilla-protein-330 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable,0,FALSE,UNKNOWN,MISSING_RAW_URL,No raw Coupang URL in product data.
danbaek-drink-melon-250,더단백 더단백 드링크 (멜론),drink,https://link.coupang.com/a/e8NEUjR8JE,app/data/drinkProductsData.json,/drinks | /product/danbaek-drink-melon-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-drink-doublechoco-350,더단백 더단백 드링크 (더블초코),drink,https://link.coupang.com/a/e8NFQWBHjM,app/data/drinkProductsData.json,/drinks | /product/danbaek-drink-doublechoco-350 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
dryou-protein-drink-choco-250,닥터유 프로 단백질 드링크 (초콜릿),drink,https://link.coupang.com/a/e8NGVr8vS0,app/data/drinkProductsData.json,/drinks | /product/dryou-protein-drink-choco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-drink-caramel-250,더단백 더단백 드링크 (카라멜),drink,https://link.coupang.com/a/e8NHwDyU6S,app/data/drinkProductsData.json,/drinks | /product/danbaek-drink-caramel-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-drink-mintchoco-250,더단백 더단백 드링크 (민트초코),drink,https://link.coupang.com/a/e8NIaXb6iG,app/data/drinkProductsData.json,/drinks | /product/danbaek-drink-mintchoco-250 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-drink-darkchoco-330,더단백 더단백 드링크 (다크초코),drink,https://link.coupang.com/a/e8NIKcgHPE,app/data/drinkProductsData.json,/drinks | /product/danbaek-drink-darkchoco-330 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
danbaek-balance-original-190,더단백 더단백 밸런스 (오리지널),drink,https://link.coupang.com/a/e8NJCn0h5M,app/data/drinkProductsData.json,/drinks | /product/danbaek-balance-original-190 | /compare | ProductCard | ProductDetailPurchaseActions | CompareTable | GuideBuySection (top 4 only),0,TRUE,UNKNOWN,STATIC_AFFILIATE_LINK,Direct link.coupang.com link is used as-is; ownership/site cannot be inferred from code.
