No,slug,productName,coupangUrl,naverUrl,officialUrl
17,bsn-protein-crisp-peanut-butter-crunch,프로틴 크리스프 단백질바 (피넛 버터 크런치),https://www.coupang.com/vp/products/7600588304?itemId=20104890190&vendorItemId=3074885996&q=%EB%B9%84%EC%97%90%EC%8A%A4%EC%97%94+%ED%94%84%EB%A1%9C%ED%8B%B4+%ED%82%A4%EB%A6%AC%EC%8A%A4%ED%94%84+%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94+%28%ED%94%BC%EB%84%9B+%EB%B2%84%ED%84%B0+%ED%81%AC%EB%9F%B0%EC%B9%98%29&searchId=415cb2ea682042&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyl,https://search.shopping.naver.com/search/all?query=bsn%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%ED%81%AC%EB%A6%AC%EC%8A%A4%ED%94%84%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20(%ED%94%BC%EB%84%9B%20%EB%B2%84%ED%84%B0%20%ED%81%AC%EB%9F%B0%EC%B9%98)&prevQuery=%EB%B2%A0%EB%85%B8%ED%94%84%20%EC%86%8C%ED%94%84%ED%8A%B8%EB%B0%94%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EA%B5%B0%EA%B3%A0%EA%B5%AC%EB%A7%88&vertical=search,
18,bsn-protein-crisp-salted-toffee-pretzel,프로틴 크리스프 단백질바 (솔티드 토피 프레첼),https://www.coupang.com/vp/products/27641446?itemId=14529971721&vendorItemId=81956610939&q=%EB%B9%84%EC%97%90%EC%8A%A4%EC%97%94+%ED%94%84%EB%A1%9C%ED%8B%B4+%ED%82%A4%EB%A6%AC%EC%8A%A4%ED%94%84+%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94+%28%EC%86%94%ED%8B%B0%EB%93%9C+%ED%86%A0%ED%94%BC+%ED%94%84%EB%A0%88%EC%B2%BC%29&searchId=37c799ce698001&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyl7em7,https://search.shopping.naver.com/search/all?query=bsn%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%ED%81%AC%EB%A6%AC%EC%8A%A4%ED%94%84%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20(%EC%86%94%ED%8B%B0%EB%93%9C)&prevQuery=bsn%20%ED%94%84%EB%A1%9C%ED%8B%B4%20%ED%81%AC%EB%A6%AC%EC%8A%A4%ED%94%84%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20(%ED%94%BC%EB%84%9B%20%EB%B2%84%ED%84%B0%20%ED%81%AC%EB%9F%B0%EC%B9%98)&vertical=search,
59,calobye-daily-nuts-proteinbar,하루견과 단백질바,coupang.com/vp/products/9371141979?itemId=27822492298&vendorItemId=94782190353&q=칼로바이%20하루견과%20단백질바&searchId=563f41e4689900&sourceType=search&itemsCount=36&searchRank=1&rank=1&traceId=mmyl7ss3,https://search.shopping.naver.com/search/all?where=all&frm=NVSCTAB&query=%ED%95%98%EB%A3%A8%EA%B2%AC%EA%B3%BC+%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94,https://brand.naver.com/calobye/category/92714f80a79a46a8b3e5085532cb9200?cp=1
57,cralo-plant-proteinbar,식물성단백질바,https://www.coupang.com/vp/products/6204369926?itemId=12329742710&vendorItemId=92437079941&q=%EC%94%A8%EC%95%8C%EB%A1%9C+%EC%8B%9D%EB%AC%BC%EC%84%B1%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94&searchId=61f0177e910252&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyl8rat,https://search.shopping.naver.com/search/all?query=%EC%94%A8%EC%95%8C%EB%A1%9C%20%EC%8B%9D%EB%AC%BC%EC%84%B1%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94&prevQuery=%EC%8B%9D%EB%AC%BC%EC%84%B1%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94&vertical=search,https://smartstore.naver.com/crfood/search?q=%EC%8B%9D%EB%AC%BC%EC%84%B1
58,crown-highprotein-chocobar,고단백질초코바,,https://search.shopping.naver.com/search/all?query=%ED%81%AC%EB%9D%BC%EC%9A%B4%20%EA%B3%A0%EB%8B%A8%EB%B0%B1%EC%A7%88%EC%B4%88%EC%BD%94%EB%B0%94%2032g&prevQuery=%ED%81%AC%EB%9D%BC%EC%9A%B4%20%EA%B3%A0%EB%8B%A8%EB%B0%B1%EC%A7%88%EC%B4%88%EC%BD%94%EB%B0%94%2032g%20X%2012&vertical=search,
53,danbaekhani-protein-bar-berry-30,프로틴바 (베리),https://www.coupang.com/vp/products/8802155167?itemId=26192923642&vendorItemId=93172255273&q=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%28%EB%B2%A0%EB%A6%AC%29&searchId=2540a897729015&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyl9t83,https://search.shopping.naver.com/search/all?query=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EB%B2%A0%EB%A6%AC%2C%2033g%2C%2020%EA%B0%9C&prevQuery=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20(%EB%B2%A0%EB%A6%AC)&vertical=search,
51,danbaekhani-protein-bar-choco-38,프로틴바 (초코),https://www.coupang.com/vp/products/8802152487?itemId=25631675250&vendorItemId=92621811720&q=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20(%EC%B4%88%EC%BD%94)&searchId=b7e3ca38724376&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmyla392,https://search.shopping.naver.com/search/all?query=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%203%EC%A2%85%20%ED%83%9D12%EA%B0%9C%20%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98%20%EB%B2%A0%EB%A6%AC%20%EC%B4%88%EC%BD%94&prevQuery=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EB%B2%A0%EB%A6%AC&vertical=search,
55,danbaekhani-protein-bar-matcha-choco-38,프로틴바 (말차초코),,https://search.shopping.naver.com/search/all?query=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EB%A7%90%EC%B0%A8%EC%B4%88%EC%BD%94%2C%2038g%2C%2012%EA%B0%9C&prevQuery=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EB%A7%90%EC%B0%A8%EC%B4%88%EC%BD%94%2C%2038g%2C%2012%EA%B0%9C&vertical=search,
54,danbaekhani-protein-bar-peanutbutter-38,프로틴바 (피넛버터),coupang.com/vp/products/9183196271?itemId=27283149526&vendorItemId=94249810713&q=단백하니%20프로틴바%20(피넛버터)&searchId=ff239073726912&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmylb11v,,
52,danbaekhani-protein-bar-signature-31,프로틴바 시그니처,https://www.coupang.com/vp/products/8802146213?itemId=25631627100&vendorItemId=92621759636&q=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88+%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94+%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98&searchId=eed4cf69728656&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmylbilt,https://search.shopping.naver.com/search/all?query=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98%2031g&prevQuery=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98&vertical=search,
48,dryou-proteinbar-bite-crunch,프로 단백질바 한입쏙 (크런치),https://www.coupang.com/vp/products/7537130432?itemId=19804404986&vendorItemId=86906686317&q=%EB%8B%A5%ED%84%B0%EC%9C%A0+%ED%94%84%EB%A1%9C+%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94+%ED%95%9C%EC%9E%85%EC%8F%99+%28%ED%81%AC%EB%9F%B0%EC%B9%98%29&searchId=61c66ef3970781&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=mmylefuu,https://search.shopping.naver.com/search/all?query=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%ED%95%9C%EC%9E%85%EC%8F%99%20(%ED%81%AC%EB%9F%B0%EC%B9%98)&prevQuery=%EB%8B%A8%EB%B0%B1%ED%95%98%EB%8B%88%20%ED%94%84%EB%A1%9C%ED%8B%B4%EB%B0%94%20%EC%8B%9C%EA%B7%B8%EB%8B%88%EC%B2%98%2031g&vertical=search,https://dryoumall.com/product/list.html?cate_no=44
65,dryou-proteinbar-mini-nuts,단백질바 미니 (견과),https://www.coupang.com/vp/products/8994546732?itemId=26350501762&vendorItemId=94097728748&sourceType=srp_product_ads&clickEventId=b3831b20-2430-11f1-8af8-1c43ce24f59c&korePlacement=15&koreSubPlacement=1&clickEventId=b3831b20-2430-11f1-8af8-1c43ce24f59c&korePlacement=15&koreSubPlacement=1&traceId=mmylgarv,https://search.shopping.naver.com/search/all?query=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%EB%AF%B8%EB%8B%88%20(%EA%B2%AC%EA%B3%BC)&prevQuery=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%ED%95%9C%EC%9E%85%EC%8F%99%20(%ED%81%AC%EB%9F%B0%EC%B9%98)&vertical=search,https://dryoumall.com/product/list.html?cate_no=44
49,dryou-proteinbar-nuts,단백질바 (견과),https://www.coupang.com/vp/products/7430740821?itemId=19421769910&searchId=ba7dcd4cf2d644b1a43d938ec351d4f6&sourceType=brandstore_sdp_atf_topbadge-all_products&storeId=109641&subSourceType=brandstore_sdp_atf_topbadge-all_products&vendorId=A00137671&vendorItemId=86533234658,https://search.shopping.naver.com/search/all?query=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%2050g%2C%201%EA%B0%9C%EC%9E%85%2C%201%EA%B0%9C&prevQuery=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94&vertical=search,https://dryoumall.com/product/list.html?cate_no=44
1,dryou-proteinbar-pro-3nuts-crunch,프로 단백질바 (3넛츠 크런치),https://www.coupang.com/vp/products/8356254889?itemId=24145285036&searchId=0c86b80e1bfd46f6ab310f250bcabf72&sourceType=brandstore_sdp_atf_topbadge-all_products&storeId=109641&subSourceType=brandstore_sdp_atf_topbadge-all_products&vendorId=A00137671&vendorItemId=91170009507,https://search.shopping.naver.com/search/all?query=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20(3%EB%84%9B%EC%B8%A0%20%ED%81%AC%EB%9F%B0%EC%B9%98)&prevQuery=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%2050g%2C%201%EA%B0%9C%EC%9E%85%2C%201%EA%B0%9C&vertical=search,https://dryoumall.com/product/list.html?cate_no=44
50,dryou-proteinbar-pro-bite-choco-classic,프로 단백질바 한입쏙 (초코 클래식),https://www.coupang.com/vp/products/7511006784?itemId=19680137722&searchId=ba7dcd4cf2d644b1a43d938ec351d4f6&sourceType=brandstore_sdp_atf_topbadge-all_products&storeId=109641&subSourceType=brandstore_sdp_atf_topbadge-all_products&vendorId=A00137671&vendorItemId=86785530473,https://search.shopping.naver.com/search/all?query=%EC%98%A4%EB%A6%AC%EC%98%A8%20%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%ED%95%9C%EC%9E%85%EC%8F%99%20(%EC%95%BD34%EA%B0%9C%EC%9E%85%20%EC%B4%9D420g)%203%EA%B0%9C&prevQuery=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%ED%95%9C%EC%9E%85%EC%8F%99%20%EC%B4%88%EC%BD%94&vertical=search,https://dryoumall.com/product/list.html?cate_no=44
2,dryou-proteinbar-pro-choco-classic,프로 단백질바 (초코 클래식),https://www.coupang.com/vp/products/9196410187?itemId=27146535129&searchId=ba7dcd4cf2d644b1a43d938ec351d4f6&sourceType=brandstore_sdp_atf_topbadge-all_products&storeId=109641&subSourceType=brandstore_sdp_atf_topbadge-all_products&vendorId=A00137671&vendorItemId=94114385953,https://search.shopping.naver.com/search/all?query=%EC%98%A4%EB%A6%AC%EC%98%A8%20%EB%8B%A5%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20(%EC%B4%88%EC%BD%94%20%ED%81%B4%EB%9E%98%EC%8B%9D)&prevQuery=%EC%98%A4%EB%A6%AC%EC%98%A8%20%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%ED%95%9C%EC%9E%85%EC%8F%99%20(%EC%95%BD34%EA%B0%9C%EC%9E%85%20%EC%B4%9D420g)%203%EA%B0%9C&vertical=search,https://dryoumall.com/product/list.html?cate_no=44
3,dryou-proteinbar-pro-crunch,프로 단백질바 (크런치),https://www.coupang.com/vp/products/9393910282?itemId=27897874867&vendorItemId=94856747091&q=%EB%8B%A5%ED%84%B0%EC%9C%A0+%ED%94%84%EB%A1%9C+%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94+%28%ED%81%AC%EB%9F%B0%EC%B9%98%29&searchId=59849007366009&sourceType=search&itemsCount=36&searchRank=3&rank=3&traceId=mmylkn4e,https://search.shopping.naver.com/search/all?query=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%ED%81%AC%EB%9F%B0%EC%B9%98%2070g%2C%201%EA%B0%9C%EC%9E%85%2C%201%EA%B0%9C&prevQuery=%EC%98%A4%EB%A6%AC%EC%98%A8%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20(%ED%81%AC%EB%9F%B0%EC%B9%98)&vertical=search,https://dryoumall.com/product/list.html?cate_no=44
68,gomgom-proteinbar-mini,단백질바 미니,https://www.coupang.com/vp/products/5836348958?itemId=10115318535&vendorItemId=77398106862&pickType=COU_PICK&q=%EA%B3%B0%EA%B3%B0+%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94+%EB%AF%B8%EB%8B%88&searchId=33753379371275&sourceType=search&itemsCount=36&searchRank=0&rank=0&traceId=,https://search.shopping.naver.com/search/all?query=%EA%B3%B0%EA%B3%B0%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%EB%AF%B8%EB%8B%88&prevQuery=%EB%8B%A5%ED%84%B0%EC%9C%A0%20%ED%94%84%EB%A1%9C%20%EB%8B%A8%EB%B0%B1%EC%A7%88%EB%B0%94%20%ED%81%AC%EB%9F%B0%EC%B9%98%2070g%2C%201%EA%B0%9C%EC%9E%85%2C%201%EA%B0%9C&vertical=search,
36,himnaego-protein-bar-dark-chocolate-50,단백질바 (다크 초콜릿),https://www.coupang.com/vp/products/7714630927?itemId=20688361215&vendorItemId=87999990294&q=%ED%9E%98%EB%82%B4%EA%B3%A0+%EB%8B%A8%EC%A7%88%EB%B0%94+%28%EB%8B%A4%ED%81%AC+%EC%B4%88%EC%BD%9C%EB%A6%BF%29&searchId=c449fd41844298&sourceType=search&itemsCount=36&searchRank=15&rank=15&traceId=mmylluzq,,
